contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derby                           ,"1,117","1,042",12,7,3,1,0,0,1,1,2,0,3,0,2,2,8,3,9,9,17,13,31,17,32,21,47,31,62,45,94,46,118,80,150,122,201,185,182,199,143,260
Leicester                       ,"1,239","1,219",6,11,2,0,3,0,3,1,1,0,4,4,9,4,5,6,17,8,18,13,25,22,47,36,70,43,76,49,121,84,126,79,173,127,185,196,206,235,142,301
Nottingham                      ,"1,152","1,147",17,19,0,1,2,1,3,2,4,1,5,3,8,1,12,5,15,10,22,8,28,23,46,21,64,40,73,41,106,66,104,91,167,131,188,190,174,206,114,287
Rutland                         ,168,172,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,1,1,4,3,2,3,2,5,6,9,7,16,18,19,18,38,22,36,33,30,56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derbyshire                        ,"3,830","3,981",12,17,4,1,3,3,4,0,14,2,20,3,10,13,15,14,29,14,33,27,77,50,112,71,130,99,227,155,353,247,443,297,537,394,677,667,642,804,488,"1,103"
Amber Valley                      ,596,659,1,6,0,0,0,1,0,0,3,0,3,1,0,2,4,1,1,2,8,0,11,7,24,12,14,19,31,31,71,36,77,43,88,75,93,95,87,136,80,192
Bolsover                          ,448,426,5,2,0,0,0,1,0,0,0,1,3,0,4,2,1,1,5,2,5,2,8,9,12,5,13,11,27,13,39,33,52,37,66,49,83,71,77,78,48,109
Chesterfield                      ,530,579,1,2,2,0,0,0,0,0,3,0,4,0,0,3,1,6,4,5,11,4,12,7,16,10,25,14,25,16,43,37,67,46,77,60,84,93,78,126,77,150
Derbyshire Dales                  ,377,398,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,5,3,8,7,5,8,25,16,27,18,41,28,53,36,71,69,81,88,58,123
Erewash                           ,531,583,1,0,0,1,0,0,2,0,1,0,0,1,1,1,2,2,5,2,2,6,11,3,13,12,14,16,30,22,57,48,57,48,82,51,109,118,80,112,64,140
High Peak                         ,405,409,1,2,0,0,0,0,1,0,5,1,2,1,3,2,4,2,10,0,3,6,7,9,9,7,19,10,31,15,34,25,46,28,60,42,59,66,71,76,40,117
North East Derbyshire             ,513,539,2,2,0,0,2,1,1,0,1,0,2,0,2,2,0,2,1,2,1,6,11,6,14,12,19,17,33,28,43,29,52,40,62,42,98,100,99,102,70,148
South Derbyshire                  ,430,388,1,2,2,0,1,0,0,0,0,0,6,0,0,1,2,0,2,1,3,2,12,6,16,6,21,4,25,14,39,21,51,27,49,39,80,55,69,86,51,124
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leicestershire                    ,"2,841","2,914",9,16,8,3,1,0,3,1,6,3,3,4,12,3,8,5,16,14,33,24,38,38,85,50,92,70,133,105,234,165,311,205,420,303,513,480,528,595,388,830
Blaby                             ,392,393,1,5,1,0,0,0,0,0,1,0,1,1,1,2,1,0,2,2,5,5,8,5,12,7,8,10,21,13,39,25,48,27,54,33,73,65,65,86,51,107
Charnwood                         ,665,732,2,8,2,1,1,0,1,0,1,0,0,2,6,1,3,2,6,4,5,6,10,11,18,12,23,17,36,18,58,46,60,43,106,83,106,118,128,141,93,219
Harborough                        ,396,399,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2,0,2,3,6,2,3,2,10,7,11,11,15,15,26,24,44,30,53,46,78,58,81,86,62,112
Hinckley and Bosworth             ,474,439,1,0,3,0,0,0,1,0,0,1,1,1,3,0,1,0,2,2,8,1,3,7,19,13,13,8,23,22,43,26,65,29,72,41,83,70,79,77,54,141
Melton                            ,224,221,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3,3,2,4,3,11,7,7,7,23,5,25,8,36,22,36,43,39,52,37,67
North West Leicestershire         ,416,441,4,1,1,1,0,0,0,0,0,2,1,0,0,0,1,0,2,3,7,4,6,9,12,5,14,9,23,14,28,29,42,42,62,46,82,79,82,92,49,105
Oadby and Wigston                 ,274,289,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,2,3,5,2,10,3,12,8,8,16,17,10,27,26,37,32,55,47,54,61,42,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincolnshire                      ,"3,668","3,788",12,9,2,2,3,4,3,3,10,6,14,7,7,3,14,5,20,20,30,22,49,38,82,61,113,75,185,148,331,237,451,321,527,436,692,618,619,750,504,"1,023"
Boston                            ,334,352,4,1,0,0,0,0,0,0,1,0,4,0,1,1,0,1,3,4,5,2,8,5,6,6,9,2,20,16,28,26,37,39,41,37,64,55,57,72,46,85
East Lindsey                      ,866,913,1,0,1,0,0,1,0,0,2,1,0,5,0,0,3,0,6,2,7,5,7,8,19,18,18,19,43,34,89,67,118,85,129,125,160,151,145,167,118,225
Lincoln                           ,392,414,0,0,0,0,0,0,0,0,2,1,5,1,2,0,3,1,0,8,5,4,5,2,6,11,14,10,25,26,38,23,36,25,59,45,68,55,63,70,61,132
North Kesteven                    ,473,520,3,3,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,2,3,1,5,7,9,6,13,13,24,16,46,26,64,47,75,56,89,84,82,118,57,137
South Holland                     ,540,521,1,2,0,0,0,1,0,1,1,1,1,0,2,0,2,2,5,1,3,2,10,7,13,3,10,9,23,20,43,23,58,40,82,59,106,101,94,110,86,139
South Kesteven                    ,626,655,2,2,0,2,2,0,2,0,2,2,2,0,2,1,3,1,2,3,2,5,8,5,15,10,33,17,30,21,53,41,78,56,75,65,109,105,113,127,93,192
West Lindsey                      ,437,413,1,1,0,0,1,1,1,0,1,1,2,1,0,0,3,0,3,0,5,3,6,4,14,7,16,5,20,15,34,31,60,29,66,49,96,67,65,86,43,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northamptonshire                  ,"2,913","2,961",25,14,6,5,4,1,2,1,7,5,16,1,12,8,35,10,29,12,37,31,58,45,91,65,125,65,166,114,265,177,322,225,362,295,477,447,467,578,407,862
Corby                             ,287,250,2,1,0,0,0,0,0,0,0,0,4,0,0,3,8,1,6,5,4,5,12,3,10,4,23,10,22,9,24,13,38,27,39,23,30,54,39,51,26,41
Daventry                          ,329,345,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,3,4,8,4,3,13,8,10,5,16,16,22,24,47,24,48,40,68,44,51,64,39,103
East Northamptonshire             ,394,424,3,2,1,0,1,0,0,0,0,0,3,0,1,1,3,0,2,0,8,3,4,6,11,5,15,8,18,16,38,20,38,28,43,42,58,62,74,95,73,136
Kettering                         ,408,420,2,1,1,0,0,0,1,0,0,1,1,0,2,1,5,0,4,1,4,2,9,6,9,7,10,8,19,15,40,27,46,31,61,42,67,65,64,95,63,118
Northampton                       ,836,852,9,5,1,4,2,0,1,1,4,2,6,0,5,0,11,5,10,3,10,5,23,12,27,25,44,17,59,34,84,48,93,61,80,79,131,119,124,159,112,273
South Northamptonshire            ,339,342,3,3,2,0,0,0,0,0,0,1,1,0,4,0,4,3,2,0,1,5,2,7,10,8,11,7,13,14,30,19,31,27,44,31,70,52,51,62,60,103
Wellingborough                    ,320,328,6,0,1,1,1,1,0,0,1,1,1,1,0,3,2,0,2,0,6,3,4,8,11,8,12,10,19,10,27,26,29,27,47,38,53,51,64,52,34,88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nottinghamshire                   ,"3,814","3,973",24,18,5,2,2,2,3,2,9,1,13,5,20,10,17,10,28,18,45,37,78,67,91,64,149,88,228,147,355,237,402,302,539,459,686,640,647,804,473,"1,060"
Ashfield                          ,621,600,4,6,0,0,0,0,1,0,0,0,4,1,3,1,1,3,4,3,8,7,11,11,18,14,25,16,44,21,68,39,72,43,80,74,113,91,104,115,61,155
Bassetlaw                         ,584,597,3,2,0,1,0,1,0,2,2,0,3,1,4,0,3,1,5,4,10,5,12,11,16,11,23,15,26,25,61,43,66,50,71,72,121,98,85,112,73,143
Broxtowe                          ,513,550,3,2,1,0,0,0,0,0,0,0,0,1,7,1,5,0,4,3,5,5,5,5,12,7,13,18,28,23,38,29,51,33,79,58,99,81,85,116,78,168
Gedling                           ,558,563,4,1,0,0,1,0,0,0,3,0,2,1,0,5,3,2,5,0,4,4,14,9,9,11,20,10,31,28,54,32,60,39,91,56,93,90,101,121,63,154
Mansfield                         ,523,524,6,4,2,1,1,0,1,0,1,0,2,0,1,1,2,2,4,4,10,8,13,10,14,7,23,7,35,10,58,32,46,49,84,70,69,96,93,106,58,117
Newark and Sherwood               ,542,649,4,2,0,0,0,1,1,0,3,0,1,1,4,2,2,0,1,3,5,4,15,12,11,10,25,10,42,22,38,39,56,53,68,74,103,106,86,137,77,173
Rushcliffe                        ,473,490,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,2,5,1,3,4,8,9,11,4,20,12,22,18,38,23,51,35,66,55,88,78,93,97,63,150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST MIDLANDS                     ,"25,557","26,147",209,179,31,25,19,10,24,9,63,28,108,41,148,68,166,97,212,127,389,196,535,344,752,513,"1,012",663,"1,582","1,040","2,224","1,579","2,849","2,025","3,613","2,871","4,356","4,129","4,190","5,205","3,075","6,998"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herefordshire‚ County of        ,911,"1,009",6,3,1,1,0,0,0,0,3,0,1,0,1,4,3,2,4,2,6,5,9,11,22,19,33,22,46,23,97,61,80,65,125,98,152,169,190,203,132,321
Shropshire                      ,"1,466","1,573",4,6,2,1,1,1,1,0,3,1,4,1,7,2,12,4,9,6,13,7,20,22,33,25,42,38,78,63,100,95,166,119,202,168,288,246,267,314,214,454
Stoke-on-Trent                  ,"1,221","1,147",15,11,0,1,0,0,1,1,2,1,3,3,9,3,8,1,10,10,20,11,31,21,39,19,54,35,84,35,118,76,144,108,173,120,219,201,170,242,121,248
Telford and Wrekin              ,662,634,2,9,2,1,0,0,1,0,0,0,2,0,1,0,8,1,8,3,13,2,10,10,25,20,30,22,57,25,64,53,83,57,90,74,100,104,98,100,68,153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staffordshire                     ,"3,970","4,259",21,13,0,2,2,0,3,1,10,4,15,5,21,7,21,11,29,15,44,22,62,43,94,65,161,92,228,182,341,246,468,332,595,490,711,700,691,839,453,"1,190"
Cannock Chase                     ,432,450,7,0,0,0,0,0,2,0,0,0,0,1,3,1,3,0,5,2,9,3,11,5,9,5,19,10,20,21,39,33,57,37,63,53,71,70,72,88,42,121
East Staffordshire                ,526,544,4,3,0,0,0,0,0,0,2,0,2,0,3,0,2,1,5,1,9,3,7,7,15,13,24,13,18,35,36,36,60,33,86,78,100,78,95,103,58,140
Lichfield                         ,487,539,2,3,0,0,0,0,0,0,1,0,2,0,3,0,3,1,1,3,2,1,4,5,14,7,17,9,24,24,46,26,67,50,79,66,93,88,82,116,47,140
Newcastle-under-Lyme              ,567,618,3,2,0,0,1,0,0,1,2,1,1,1,3,1,6,3,7,3,5,0,9,6,13,7,18,17,48,18,57,38,68,63,73,59,86,109,108,114,59,175
South Staffordshire               ,523,561,1,2,0,0,1,0,0,0,0,0,2,0,4,1,0,2,0,2,3,3,7,7,13,7,14,17,24,25,39,29,58,32,88,64,104,84,97,125,68,161
Stafford                          ,649,677,0,1,0,1,0,0,0,0,1,0,6,2,2,3,3,1,9,1,8,7,13,6,12,12,34,11,42,19,50,24,61,48,96,76,119,117,101,134,92,214
Staffordshire Moorlands           ,470,554,1,1,0,0,0,0,0,0,0,1,2,0,2,1,3,3,2,1,5,4,4,4,8,9,19,8,23,22,38,38,61,35,68,60,87,102,86,104,61,161
Tamworth                          ,316,316,3,1,0,1,0,0,1,0,4,2,0,1,1,0,1,0,0,2,3,1,7,3,10,5,16,7,29,18,36,22,36,34,42,34,51,52,50,55,26,78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warwickshire                      ,"2,458","2,607",11,17,0,1,2,0,2,0,8,1,7,4,14,5,15,4,12,10,25,15,41,25,66,54,98,47,145,86,241,154,284,189,305,285,419,419,429,521,334,770
North Warwickshire                ,298,317,2,3,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,2,5,3,4,1,8,8,18,11,14,12,32,18,32,20,38,35,51,57,52,65,38,80
Nuneaton and Bedworth             ,581,572,3,3,0,0,2,0,1,0,2,1,3,0,6,2,3,0,3,0,7,5,9,6,13,12,19,11,38,13,71,34,74,45,75,74,103,100,89,125,60,141
Rugby                             ,431,453,2,4,0,1,0,0,0,0,5,0,1,0,1,0,4,2,3,2,1,0,9,5,13,10,15,5,22,17,37,25,52,39,62,51,72,82,67,70,65,140
Stratford-on-Avon                 ,618,684,3,4,0,0,0,0,0,0,0,0,0,2,3,0,4,0,3,4,3,3,11,7,16,16,22,10,40,22,52,43,74,37,71,81,100,101,118,132,98,222
Warwick                           ,530,581,1,3,0,0,0,0,1,0,0,0,3,2,2,2,4,1,2,2,9,4,8,6,16,8,24,10,31,22,49,34,52,48,59,44,93,79,103,129,73,187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Midlands (Met county)        ,"12,088","12,025",137,104,26,16,13,7,16,4,31,17,64,21,80,43,83,68,128,65,228,117,321,186,407,273,498,337,788,503,"1,013",717,"1,337",956,"1,723","1,333","1,978","1,870","1,850","2,408","1,367","2,980"
Birmingham                        ,"4,408","4,108",70,53,11,9,7,3,4,2,16,11,34,10,26,15,41,27,61,29,90,38,139,78,174,96,201,141,306,180,361,246,451,313,633,444,669,648,639,761,475,"1,004"
Coventry                          ,"1,276","1,397",7,9,4,3,0,2,6,0,5,2,2,5,6,4,8,7,10,4,17,16,34,18,48,32,61,39,81,61,102,82,164,99,151,162,187,200,208,286,175,366
Dudley                            ,"1,558","1,530",8,8,0,1,0,0,0,1,4,1,4,0,9,2,11,3,8,3,28,16,28,18,48,33,55,32,83,64,145,91,183,135,235,160,270,238,262,344,177,380
Sandwell                          ,"1,395","1,419",17,8,3,2,0,1,3,1,0,2,12,3,10,3,6,12,13,7,35,13,34,24,35,33,61,45,92,71,120,85,144,124,226,168,254,216,194,273,136,328
Solihull                          ,922,"1,025",4,6,2,0,2,0,1,0,2,0,2,0,5,5,5,3,6,5,14,8,19,6,29,23,28,23,54,29,63,61,99,87,139,110,145,153,169,212,134,294
Walsall                           ,"1,316","1,314",22,11,3,1,3,0,2,0,4,0,7,3,15,10,6,4,9,11,28,16,26,21,35,31,60,30,95,44,118,78,161,105,177,158,245,212,182,269,118,310
Wolverhampton                     ,"1,213","1,232",9,9,3,0,1,1,0,0,0,1,3,0,9,4,6,12,21,6,16,10,41,21,38,25,32,27,77,54,104,74,135,93,162,131,208,203,196,263,152,298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worcestershire                    ,"2,781","2,893",13,16,0,2,1,2,0,3,6,4,12,7,15,4,16,6,12,16,40,17,41,26,66,38,96,70,156,123,250,177,287,199,400,303,489,420,495,578,386,882
Bromsgrove                        ,499,541,4,2,0,0,1,0,0,0,2,1,2,1,1,0,1,1,0,0,13,3,3,3,14,7,18,9,22,20,39,29,45,28,68,50,97,82,90,126,79,179
Malvern Hills                     ,455,496,3,2,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,1,5,4,8,6,3,8,12,12,25,16,30,31,43,26,60,47,72,63,101,107,88,171
Redditch                          ,315,307,1,4,0,0,0,0,0,0,1,0,2,3,7,1,4,2,2,6,5,4,5,2,13,5,15,14,24,13,40,23,28,17,35,39,57,47,42,51,34,76
Worcester                         ,398,411,4,6,0,0,0,1,0,2,1,0,2,0,3,0,4,1,4,4,10,2,10,4,9,7,15,7,28,28,32,16,46,33,62,41,74,68,55,69,39,122
Wychavon                          ,623,613,0,0,0,1,0,0,0,0,0,1,2,1,4,2,3,1,2,4,4,4,10,6,11,5,21,15,32,18,47,35,70,52,101,71,106,89,117,125,93,183
Wyre Forest                       ,491,525,1,2,0,1,0,1,0,1,2,1,1,1,0,1,2,1,4,1,3,0,5,5,16,6,15,13,25,28,62,43,55,43,74,55,83,71,90,100,53,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAST                              ,"25,743","27,493",142,120,23,21,19,7,16,17,63,46,95,37,128,39,150,79,181,98,318,211,481,337,641,495,892,607,"1,364",898,"2,178","1,464","2,518","1,970","3,473","2,882","4,542","4,386","4,517","5,613","4,002","8,166"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedford                         ,627,687,6,4,0,0,0,0,1,0,3,1,1,1,3,1,5,3,5,2,9,11,18,10,14,10,34,18,36,22,42,33,64,45,77,65,99,102,114,151,96,208
Central Bedfordshire            ,924,978,2,6,0,0,0,0,2,1,2,2,3,2,5,2,3,3,3,4,6,8,22,15,28,23,39,26,56,38,90,56,97,97,137,112,149,156,166,196,114,231
Luton                           ,716,713,8,9,2,1,1,0,2,2,0,2,3,1,3,4,8,0,9,3,12,5,18,9,31,18,39,19,58,40,64,32,85,60,100,93,111,139,87,121,75,155
Peterborough                    ,718,768,7,6,1,1,1,0,0,0,5,1,5,2,4,6,9,3,12,3,19,10,19,15,20,17,32,21,38,42,61,33,69,47,91,84,116,100,114,175,95,202
Southend on Sea                 ,829,942,4,4,0,1,1,0,1,0,3,1,3,1,3,1,6,3,8,3,19,10,18,8,21,19,31,14,56,16,73,43,78,64,106,81,131,152,153,187,114,334
Thurrock                        ,549,606,3,5,2,0,0,0,1,1,2,0,2,2,3,2,2,3,7,4,10,6,10,11,23,14,16,14,36,24,46,44,62,46,78,67,97,82,82,126,67,155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridgeshire                    ,"2,459","2,542",14,12,2,2,0,0,1,3,5,13,17,3,12,2,13,9,11,15,25,16,45,30,55,53,93,69,127,71,209,147,246,185,346,248,403,399,430,515,405,750
Cambridge                         ,401,426,4,3,1,0,0,0,0,1,0,2,4,0,4,0,3,1,2,4,4,3,11,5,12,5,13,9,23,12,31,26,32,28,34,32,59,65,80,82,84,148
East Cambridgeshire               ,326,371,1,1,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1,4,4,3,5,6,8,13,14,14,15,7,27,19,31,28,41,36,55,59,66,77,48,102
Fenland                           ,519,557,5,4,0,0,0,0,0,0,1,5,4,0,2,0,2,3,1,2,7,2,10,8,15,13,22,14,26,17,43,27,59,45,88,53,91,91,89,117,54,156
Huntingdonshire                   ,634,617,2,1,1,1,0,0,0,2,2,3,4,1,2,0,1,1,4,2,7,5,9,6,14,11,30,17,34,19,58,41,58,52,104,65,99,98,101,132,104,160
South Cambridgeshire              ,579,571,2,3,0,1,0,0,0,0,1,2,2,2,2,1,4,4,3,3,3,3,10,5,6,11,14,15,29,16,50,34,66,32,79,62,99,86,94,107,115,184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essex                             ,"6,470","7,124",35,24,3,7,6,2,3,5,15,9,22,10,30,6,33,21,41,19,80,53,121,86,145,122,203,150,350,228,549,391,643,519,869,782,"1,165","1,154","1,151","1,442","1,006","2,094"
Basildon                          ,722,800,3,2,0,1,1,0,0,1,2,3,7,2,6,0,4,4,5,4,8,7,15,12,20,19,22,23,49,29,56,41,58,66,106,101,137,136,125,161,98,188
Braintree                         ,633,698,3,3,0,0,0,1,0,1,3,0,3,2,2,2,4,0,10,2,9,5,9,7,8,10,23,15,37,21,51,36,49,45,81,70,120,103,101,149,120,226
Brentwood                         ,369,407,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,3,6,0,11,4,11,3,21,14,25,21,36,28,38,41,63,60,70,91,80,139
Castle Point                      ,478,498,3,2,0,1,0,0,1,0,0,1,0,0,2,0,3,1,0,2,6,6,9,5,7,5,8,9,22,20,37,29,57,36,80,70,97,92,83,93,63,126
Chelmsford                        ,672,671,4,1,0,1,0,0,0,1,2,1,1,0,3,1,5,3,3,1,10,3,13,3,17,23,15,11,49,15,61,43,73,45,75,54,112,123,137,135,92,207
Colchester                        ,711,816,5,3,2,1,0,0,0,0,3,1,2,2,6,0,4,4,5,1,11,7,13,12,21,14,24,25,41,27,63,53,74,62,107,80,110,122,126,158,94,244
Epping Forest                     ,639,736,4,1,1,0,0,0,0,1,1,1,1,1,3,0,3,2,7,2,8,3,11,13,14,7,28,7,37,14,36,35,65,57,87,76,118,111,106,159,109,246
Harlow                            ,346,388,6,1,0,1,3,0,1,1,1,0,0,1,2,1,3,4,1,1,5,3,15,5,6,8,18,12,19,17,32,10,31,28,50,52,57,79,62,71,34,93
Maldon                            ,289,325,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,1,0,2,2,4,5,5,2,7,16,5,28,23,30,16,47,45,47,44,51,60,55,110
